OBJECTID,DPTOMPIO,CODIGO_VER,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,FUENTE,DESCRIPCIO,SEUDONIMOS,AREA_HA,COD_DPTO,ShapeSTArea,ShapeSTLength
160,76306,76306001,VALLE DEL CAUCA,GINEBRA,COCUYOS,2010,http://www.ginebra-valle.gov.co,NULL,NULL,1520.54773379,76,15352782.0686035,18103.1625441012
161,76306,76306006,VALLE DEL CAUCA,GINEBRA,LOS MEDIOS,2010,http://www.ginebra-valle.gov.co,NULL,NULL,3602.11079955,76,36367012.8911133,32139.3794739486
162,76306,76306005,VALLE DEL CAUCA,GINEBRA,LA SELVA,2010,http://www.ginebra-valle.gov.co,NULL,NULL,2967.73204104,76,29962584.980957,31988.0414124573
163,76306,76306007,VALLE DEL CAUCA,GINEBRA,NOVILLERA,2010,http://www.ginebra-valle.gov.co,NULL,NULL,2399.72654562,76,24224753.3078613,30626.8849117776
164,76306,76306008,VALLE DEL CAUCA,GINEBRA,ZABALETAS,2010,http://www.ginebra-valle.gov.co,VEREDA CON CENTRO POBLADO,NULL,3552.27472698,76,35857975.0561523,33241.1997827301
165,76306,76306002,VALLE DEL CAUCA,GINEBRA,COSTA RICA,2010,http://www.ginebra-valle.gov.co,VEREDA CON CENTRO POBLADO,NULL,1356.81110105,76,13697664.1010742,18931.0112785804
166,76306,76306004,VALLE DEL CAUCA,GINEBRA,LA FLORESTA,2010,http://www.ginebra-valle.gov.co,VEREDA CON CENTRO POBLADO,NULL,2881.64923991,76,29089886.8254395,33014.4256391738
167,76248,76248005,VALLE DEL CAUCA,EL CERRITO,EL PLACER,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,4574.41277699,76,46164199.7006836,50220.3883304554
168,76248,76248008,VALLE DEL CAUCA,EL CERRITO,SANTA ELENA,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,7350.833532,76,74194499.7172852,50555.153975918
169,76248,76248003,VALLE DEL CAUCA,EL CERRITO,EL CASTILLO,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,2651.78731044,76,26769187.1164551,27965.9184996533
170,76248,76248006,VALLE DEL CAUCA,EL CERRITO,EL POMO,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,3339.92509034,76,33714221.182373,34124.184993512
171,76248,76248001,VALLE DEL CAUCA,EL CERRITO,AUJI,2011,PBOT,NULL,NULL,2833.12983264,76,28599927.0412598,32864.2092666563
172,76248,76248002,VALLE DEL CAUCA,EL CERRITO,EL CARRIZAL,2011,PBOT,NULL,NULL,1671.32449321,76,16872950.7375488,28595.974938468
173,76248,76248004,VALLE DEL CAUCA,EL CERRITO,EL MORAL,2011,PBOT,NULL,NULL,1838.77492245,76,18565077.1694336,23087.3229556574
174,76233,76233018,VALLE DEL CAUCA,DAGUA,PROVIDENCIA,2011,POT DAGUA,NULL,NULL,791.50794046,76,7983523.74926758,13709.67532681
175,76233,76233004,VALLE DEL CAUCA,DAGUA,CRISTALES,2011,POT DAGUA,NULL,NULL,5586.07039233,76,56344558.5661621,35073.1505251264
176,76233,76233017,VALLE DEL CAUCA,DAGUA,LOS ALPES,2011,POT DAGUA,NULL,NULL,2388.16461145,76,24089851.3029785,23448.2246495164
177,76377,76377016,VALLE DEL CAUCA,LA CUMBRE,TAMBO,2011,EOT,NULL,NULL,334.60882576,76,3375910.30883789,10230.6138668225
178,76377,76377013,VALLE DEL CAUCA,LA CUMBRE,PAVITAS,2011,EOT,NULL,NULL,892.11749515,76,9001147.7121582,21561.3403485506
179,76377,76377003,VALLE DEL CAUCA,LA CUMBRE,ARBOLEDA,2011,EOT,VEREDA CON CENTRO POBLADO,NULL,1395.87456495,76,14083355.1813965,19766.6191276207
180,76377,76377001,VALLE DEL CAUCA,LA CUMBRE,AGUACLARA,2011,EOT,NULL,NULL,4542.59481754,76,45836464.2495117,37081.3549781167
181,76377,76377006,VALLE DEL CAUCA,LA CUMBRE,CORPORITAS,2011,EOT,NULL,NULL,781.71934212,76,7886474.35888672,21871.4989627144
182,76364,76364006,VALLE DEL CAUCA,JAMUNDÍ,LA VENTURA,2010,PBOT JAMUNDI,NULL,NULL,1498.97134637,76,15109175.4208984,22784.2021574906
183,76364,76364018,VALLE DEL CAUCA,JAMUNDÍ,VILLA PAZ,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,3071.24049198,76,30954860.0498047,43057.568153685
184,76364,76364011,VALLE DEL CAUCA,JAMUNDÍ,QUINAMAYO,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,1402.91543463,76,14138717.2526855,23442.138574451
185,76364,76364012,VALLE DEL CAUCA,JAMUNDÍ,ROBLES,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,1553.86319508,76,15659491.4770508,23698.9722130751
186,76364,76364003,VALLE DEL CAUCA,JAMUNDÍ,CHAGRES,2010,PBOT JAMUNDI,NULL,NULL,595.92004891,76,6005160.62524414,14713.8658615753
187,76364,76364016,VALLE DEL CAUCA,JAMUNDÍ,TIMBA,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,3331.82517511,76,33574160.2456055,42697.4601224752
188,76364,76364004,VALLE DEL CAUCA,JAMUNDÍ,LA LIBERIA,2010,PBOT JAMUNDI,NULL,NULL,2735.01447235,76,27558668.4360352,34880.3845919952
189,76364,76364017,VALLE DEL CAUCA,JAMUNDÍ,VILLA COLOMBIA,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,2288.67064505,76,23063352.6467285,32002.4914407639
190,76364,76364001,VALLE DEL CAUCA,JAMUNDÍ,AMPUDIA,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,913.6334286,76,9207396.94995117,18942.5920222877
191,76364,76364005,VALLE DEL CAUCA,JAMUNDÍ,LA MESETA,2010,PBOT JAMUNDI,NULL,NULL,7954.8247172,76,80154915.3376465,48188.218562462
192,76364,76364013,VALLE DEL CAUCA,JAMUNDÍ,SAN ANTONIO,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,10197.344074,76,102772964.383301,101964.084242924
193,76364,76364010,VALLE DEL CAUCA,JAMUNDÍ,PUENTE VELEZ,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,2083.1998845,76,20996582.6550293,37218.5964758439
194,76364,76364015,VALLE DEL CAUCA,JAMUNDÍ,SAN VICENTE,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,3568.33284564,76,35968758.8745117,37145.5221064216
195,76364,76364007,VALLE DEL CAUCA,JAMUNDÍ,PASO DE LA BOLSA,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,3654.30519295,76,36835998.8969727,33339.8720159086
196,76364,76364002,VALLE DEL CAUCA,JAMUNDÍ,BOCAS DEL PALO,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,2298.4028505,76,23171410.1208496,42714.2826076008
197,76364,76364008,VALLE DEL CAUCA,JAMUNDÍ,PEON,2010,PBOT JAMUNDI,NULL,NULL,1913.64144109,76,19290744.2041016,23317.2463272387
198,76364,76364014,VALLE DEL CAUCA,JAMUNDÍ,SAN ISIDRO,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,1322.34613164,76,13330991.920166,37242.4050553048
199,76364,76364009,VALLE DEL CAUCA,JAMUNDÍ,PORERITO,2010,PBOT JAMUNDI,VEREDA CON CENTRO POBLADO,NULL,3880.24787377,76,39111959.8049316,59958.7244222883
200,76318,76318012,VALLE DEL CAUCA,GUACARÍ,LA MAGDALENA,2010,POT,NULL,NULL,941.45088752,76,9506047.82983398,16508.092687577
201,76318,76318008,VALLE DEL CAUCA,GUACARÍ,GUABAS,2010,POT,VEREDA CON CENTRO POBLADO,NULL,2570.12882149,76,25943038.505127,27423.6783423687
202,76318,76318010,VALLE DEL CAUCA,GUACARÍ,GUACAS,2010,POT,NULL,NULL,722.16307423,76,7290398.75341797,13717.6503381701
203,76318,76318009,VALLE DEL CAUCA,GUACARÍ,GUABITAS,2010,POT,"VEREDA CON CENTRO POBLADO, MULTIPARTES",NULL,1576.51053392,76,15914741.8591309,23082.6192940178
204,76318,76318017,VALLE DEL CAUCA,GUACARÍ,SAN ANTONIO,2010,POT,NULL,NULL,41.57358199,76,419792.606933594,3705.91827576767
205,76318,76318006,VALLE DEL CAUCA,GUACARÍ,EL TABLAZO,2010,POT,VEREDA CON CENTRO POBLADO,NULL,2435.71510255,76,24591794.1618652,31993.973839354
206,76126,76126026,VALLE DEL CAUCA,CALIMA,VERGEL,2003,PBOT CALIMA,NULL,NULL,858.28676524,76,8665219.94946289,17618.2846838509
207,76122,76122009,VALLE DEL CAUCA,CAICEDONIA,EL PARAISO,2005,CATASTRO IGAC,NULL,NULL,1042.734986,76,10544191.5476074,18608.3700599499
208,76233,76233023,VALLE DEL CAUCA,DAGUA,VILLA HERMOSA,2011,POT DAGUA,NULL,NULL,1164.4767439,76,11745761.1450195,16546.5930124695
209,76233,76233012,VALLE DEL CAUCA,DAGUA,EL RUCIO,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,2773.39934448,76,27979510.0102539,23142.8740094996
210,76233,76233024,VALLE DEL CAUCA,DAGUA,ZABALETAS,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,2624.28289564,76,26483315.3479004,22121.5356444344
211,76233,76233009,VALLE DEL CAUCA,DAGUA,EL PALMAR,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,2616.27028836,76,26389282.7875977,24649.5790171284
212,76233,76233002,VALLE DEL CAUCA,DAGUA,BORRERO AYERBE,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,2031.32984085,76,20487844.1252441,21624.6336112724
213,76233,76233005,VALLE DEL CAUCA,DAGUA,EL CARMEN,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,3699.36983213,76,37308530.9367676,33196.6527608784
214,76233,76233019,VALLE DEL CAUCA,DAGUA,SAN BERNARDO,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,3408.68515502,76,34373636.5808105,25215.0610590688
215,76233,76233011,VALLE DEL CAUCA,DAGUA,EL QUEREMAL,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,10289.9700893,76,103752082.625488,66140.3554804116
216,76130,76130008,VALLE DEL CAUCA,CANDELARIA,MADRE VIEJA,2011,POT,NULL,NULL,3294.77857438,76,33236740.6889648,32549.3511277498
217,76130,76130006,VALLE DEL CAUCA,CANDELARIA,EL TIPLE,2011,POT,VEREDA CON CENTRO POBLADO,NULL,4641.31618622,76,46804149.0024414,33367.7661421325
218,76130,76130003,VALLE DEL CAUCA,CANDELARIA,EL CABUYAL,2011,POT,VEREDA CON CENTRO POBLADO,NULL,4665.53793751,76,47051137.3171387,42016.5248051581
219,76130,76130007,VALLE DEL CAUCA,CANDELARIA,JUANCHITO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,625.01852754,76,6303820.75830078,14525.2251474687
220,76130,76130004,VALLE DEL CAUCA,CANDELARIA,EL CARMELO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,3369.10910145,76,33979476.4472656,29820.0740793398
221,76233,76233010,VALLE DEL CAUCA,DAGUA,EL PINAL,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,4027.88167986,76,40634680.0007324,39154.1773268002
222,76126,76126008,VALLE DEL CAUCA,CALIMA,LA PRIMAVERA,2003,PBOT CALIMA,NULL,NULL,812.34447728,76,8202373.93334961,14919.1233442765
223,76126,76126004,VALLE DEL CAUCA,CALIMA,PUERTO BUGA,2003,PBOT CALIMA,NULL,NULL,249.42352788,76,2517931.43676758,14690.7231832748
224,76126,76126005,VALLE DEL CAUCA,CALIMA,LA CECILIA,2003,PBOT CALIMA,NULL,NULL,207.4659281,76,2094909.84790039,8312.1887624085
225,76126,76126006,VALLE DEL CAUCA,CALIMA,LA FLORIDA,2003,PBOT CALIMA,NULL,NULL,512.820149,76,5178604.78027344,12586.8923237716
226,76130,76130005,VALLE DEL CAUCA,CANDELARIA,EL LAURO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,4019.77896723,76,40546614.4465332,38652.7935583105
227,76130,76130010,VALLE DEL CAUCA,CANDELARIA,VILLAGORGONA,2011,POT,VEREDA CON CENTRO POBLADO,NULL,766.54587175,76,7731343.27490234,17504.509542038
228,76130,76130002,VALLE DEL CAUCA,CANDELARIA,BUCHITOLO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,1840.50303058,76,18562545.3215332,25269.9566861378
229,76130,76130001,VALLE DEL CAUCA,CANDELARIA,ARENAL,2011,POT,VEREDA CON CENTRO POBLADO,NULL,2468.55017985,76,24898397.1386719,37681.7051686137
230,76130,76130009,VALLE DEL CAUCA,CANDELARIA,SAN JOAQUIN,2011,POT,VEREDA CON CENTRO POBLADO,NULL,2530.49380695,76,25519658.1604004,26886.2312604712
231,76126,76126001,VALLE DEL CAUCA,CALIMA,RIO BRAVO,2003,PBOT CALIMA,NULL,NULL,6524.83741208,76,65864995.168457,37229.1063493308
232,76126,76126002,VALLE DEL CAUCA,CALIMA,AGUA MONA,2003,PBOT CALIMA,REDUCE EL 90% DESU AREA INICIAL,NULL,108.9398882,76,1099715.73242188,9433.05636678681
233,76126,76126003,VALLE DEL CAUCA,CALIMA,PUENTE TIERRA,2003,PBOT CALIMA,NULL,NULL,881.21325359,76,8896233.77978516,17138.5195852617
234,76126,76126007,VALLE DEL CAUCA,CALIMA,LA RIVERA,2003,PBOT CALIMA,NULL,NULL,729.37299372,76,7365656.73339844,13310.8711473527
235,76233,76233013,VALLE DEL CAUCA,DAGUA,JUNTAS,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,3405.15699446,76,34350867.9428711,33421.8418608973
236,76233,76233001,VALLE DEL CAUCA,DAGUA,ATUNCELA,2011,POT DAGUA,NULL,NULL,2919.27325192,76,29451656.5664062,27556.543547793
237,76233,76233016,VALLE DEL CAUCA,DAGUA,LOBOGUERRERO,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,2803.09912164,76,28284301.8908691,25222.5805600101
238,76126,76126014,VALLE DEL CAUCA,CALIMA,BERLIN,2003,PBOT CALIMA,NULL,NULL,1399.65991594,76,14130104.6679688,21800.1134521154
239,76126,76126015,VALLE DEL CAUCA,CALIMA,SANTA ELENA,2003,PBOT CALIMA,NULL,NULL,976.93049565,76,9863053.07348633,17472.3333602095
240,76126,76126016,VALLE DEL CAUCA,CALIMA,LA GUAIRA,2003,PBOT CALIMA,NULL,NULL,452.05988828,76,4565615.43017578,13225.2140252634
241,76111,76111008,VALLE DEL CAUCA,BUGA,FRISOLES,2006,POT MUNICIPIO DE BUGA,NULL,NULL,1885.24913142,76,19043090.7346191,25566.5660136208
242,76111,76111002,VALLE DEL CAUCA,BUGA,EL CRUCERO,2006,POT MUNICIPIO DE BUGA,NULL,NULL,1150.88513819,76,11625004.4643555,21098.4418643198
243,76111,76111009,VALLE DEL CAUCA,BUGA,LA HABANA,2006,POT MUNICIPIO DE BUGA,VEREDA CON CENTRO POBLADO,NULL,5855.49038138,76,59138291.0454102,36495.0552174249
244,76126,76126017,VALLE DEL CAUCA,CALIMA,LA GAVIOTA,2003,PBOT CALIMA,NULL,NULL,575.89547648,76,5815732.6418457,13292.5239526718
245,76126,76126018,VALLE DEL CAUCA,CALIMA,EL DIAMANTE,2003,PBOT CALIMA,VEREDA CON CENTRO POBLADO,NULL,657.9306474,76,6643650.52416992,16594.5186959044
246,76126,76126019,VALLE DEL CAUCA,CALIMA,EL MIRADOR,2003,PBOT CALIMA,NULL,NULL,358.06114954,76,3615821.46313477,11080.876920058
247,76126,76126020,VALLE DEL CAUCA,CALIMA,LA ITALIA,2003,PBOT CALIMA,NULL,NULL,257.27198774,76,2598179.61230469,9651.49978797649
248,76126,76126021,VALLE DEL CAUCA,CALIMA,LA SAMARIA,2003,PBOT CALIMA,NULL,NULL,1129.55330786,76,11407650.5893555,18355.5277436379
249,76126,76126022,VALLE DEL CAUCA,CALIMA,LA CRISTALINA,2003,PBOT CALIMA,NULL,NULL,3683.76109763,76,37199991.8312988,34252.6751826097
250,76126,76126023,VALLE DEL CAUCA,CALIMA,LA UNION,2003,PBOT CALIMA,NULL,NULL,816.22547804,76,8241375.85766602,14662.2033388679
251,76126,76126024,VALLE DEL CAUCA,CALIMA,EL BOLEO,2003,PBOT CALIMA,NULL,NULL,1385.72585816,76,13992385.5439453,19719.2084666256
252,76126,76126025,VALLE DEL CAUCA,CALIMA,SAN JOSE,2003,PBOT CALIMA,NULL,NULL,1485.54279952,76,14999070.1501465,19778.8126241899
253,76122,76122020,VALLE DEL CAUCA,CAICEDONIA,QUINCE LETRAS,2005,CATASTRO IGAC,NULL,NULL,355.8067002,76,3597792.01367188,8716.36068922689
254,76122,76122001,VALLE DEL CAUCA,CAICEDONIA,AURES,2005,CATASTRO IGAC,VEREDA CON CENTRO POBLADO,NULL,1150.5980167,76,11635380.8918457,22975.2922939079
255,76122,76122019,VALLE DEL CAUCA,CAICEDONIA,PUERTO RICO,2005,CATASTRO IGAC,NULL,NULL,745.126845,76,7535575.31616211,15006.5198537628
256,76122,76122005,VALLE DEL CAUCA,CAICEDONIA,CAMPO AZUL,2005,CATASTRO IGAC,NULL,NULL,257.94920799,76,2608663.09155273,7407.61790286736
257,76122,76122013,VALLE DEL CAUCA,CAICEDONIA,LA PAVA,2005,CATASTRO IGAC,NULL,NULL,242.84407894,76,2456023.82373047,6853.21495084395
258,76122,76122003,VALLE DEL CAUCA,CAICEDONIA,BOLIVIA,2005,CATASTRO IGAC,NULL,NULL,275.57445083,76,2786764.71704102,7062.55537889551
259,76126,76126009,VALLE DEL CAUCA,CALIMA,EL REMOLINO,2003,PBOT CALIMA,NULL,NULL,512.39945798,76,5173399.89379883,15811.2647206441
260,76126,76126010,VALLE DEL CAUCA,CALIMA,JIGUALES,2003,PBOT CALIMA,NULL,NULL,105.1315988,76,1061442.40356445,6803.31986150114
261,76126,76126011,VALLE DEL CAUCA,CALIMA,PARAMILLO,2003,PBOT CALIMA,NULL,NULL,100.52774957,76,1015022.73803711,5931.8070568991
262,76126,76126012,VALLE DEL CAUCA,CALIMA,PALERMO,2003,PBOT CALIMA,NULL,NULL,1446.43348362,76,14600900.8371582,19245.6472445021
263,76126,76126013,VALLE DEL CAUCA,CALIMA,EL LLANITO,2003,PBOT CALIMA,NULL,NULL,615.35431847,76,6211966.82861328,16646.6153543514
264,76834,76834007,VALLE DEL CAUCA,TULUÁ,EL RETIRO,2000,POT TULÚA,NULL,NULL,3775.00657386,76,38160279.4135742,32937.7153867747
265,76834,76834008,VALLE DEL CAUCA,TULUÁ,LA CABALLERA,2000,POT TULÚA,VEREDA CON CENTRO POBLADO,NULL,822.47251665,76,8310782.46826172,17471.0820475926
266,76834,76834009,VALLE DEL CAUCA,TULUÁ,LA DIADEMA,2000,POT TULÚA,NULL,NULL,1135.53432288,76,11472321.4023438,20561.6942379185
267,76834,76834011,VALLE DEL CAUCA,TULUÁ,LA MARINA,2000,POT TULÚA,VEREDA CON CENTRO POBLADO,NULL,2450.02932761,76,24755079.0993652,25255.3182233972
268,76834,76834012,VALLE DEL CAUCA,TULUÁ,LA MORALIA,2000,POT TULÚA,VEREDA CON CENTRO POBLADO,NULL,1059.69781695,76,10707867.8215332,16966.1963190056
269,76111,76111010,VALLE DEL CAUCA,BUGA,LA MARIA,2006,POT MUNICIPIO DE BUGA,VEREDA CON CENTRO POBLADO,NULL,2748.22703753,76,27756459.8261719,23025.4520735953
270,76111,76111005,VALLE DEL CAUCA,BUGA,EL ROSARIO,2006,POT MUNICIPIO DE BUGA,NULL,NULL,13815.0760462,76,139527556.214111,67428.0158186561
271,76111,76111018,VALLE DEL CAUCA,BUGA,ZANJON HONDO,2006,POT MUNICIPIO DE BUGA,VEREDA CON CENTRO POBLADO,NULL,1249.68402521,76,12618272.7258301,21327.7710405836
272,76111,76111013,VALLE DEL CAUCA,BUGA,MIRAFLORES,2006,POT MUNICIPIO DE BUGA,NULL,NULL,2802.61825238,76,28301917.0402832,24999.2784913967
273,76111,76111014,VALLE DEL CAUCA,BUGA,MONTERREY,2006,POT MUNICIPIO DE BUGA,NULL,NULL,3205.92606734,76,32374735.5024414,25741.7194220399
274,76111,76111011,VALLE DEL CAUCA,BUGA,LA PLAYA DEL BUEY,2006,POT MUNICIPIO DE BUGA,NULL,NULL,4275.74174794,76,43193567.4934082,37716.0580085587
275,76111,76111004,VALLE DEL CAUCA,BUGA,EL PORVENIR,2006,POT MUNICIPIO DE BUGA,VEREDA CON CENTRO POBLADO,NULL,2156.56264727,76,21775141.1843262,24886.9326381552
276,76111,76111001,VALLE DEL CAUCA,BUGA,CHAMBIMBAL,2006,POT MUNICIPIO DE BUGA,"MULTIPARTES DESPUES DE EDITAR, CON CP",NULL,4731.47015858,76,47783425.0627441,64866.5591830049
277,76001,76001024,VALLE DEL CAUCA,CALI,EL TOPACIO,2011,POT,NULL,NULL,471.80148315,76,4756043.17602539,12982.0536749373
278,76001,76001006,VALLE DEL CAUCA,CALI,CAUCA SECO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,285.89609002,76,2882608.4074707,8950.25185811674
279,76001,76001040,VALLE DEL CAUCA,CALI,LA PAILA,2011,POT,NULL,NULL,195.12100548,76,1967440.29736328,8706.60129552672
280,76001,76001005,VALLE DEL CAUCA,CALI,CASCAJAL,2011,POT,VEREDA CON CENTRO POBLADO,NULL,1906.85248445,76,19225421.2468262,21223.6030855994
281,76001,76001008,VALLE DEL CAUCA,CALI,EL BANQUEO,2011,POT,AUMENTA UN 100% DE SU AREA INICIAL,NULL,714.31133217,76,7201191.70996094,16646.9382562785
282,76001,76001014,VALLE DEL CAUCA,CALI,EL FARO,2011,POT,NULL,NULL,279.99243197,76,2823250.43457031,12467.835863721
283,76001,76001042,VALLE DEL CAUCA,CALI,LA REFORMA,2011,POT,SE REDUCE UN 60% POR CABECERA,NULL,138.92536992,76,1400862.16210938,8660.40773714211
284,76001,76001054,VALLE DEL CAUCA,CALI,MONACO,2011,POT,SE REDUCE UN 80% POR CABECERA,NULL,40.52201358,76,408622.326660156,6552.69398343787
285,76001,76001064,VALLE DEL CAUCA,CALI,PUEBLO NUEVO,2011,POT,NULL,NULL,320.06257748,76,3227074.08325195,12520.4697508228
286,76001,76001065,VALLE DEL CAUCA,CALI,QUEBRADA HONDA,2011,POT,NULL,NULL,3134.14020341,76,31597346.4682617,35283.3644433431
287,76001,76001051,VALLE DEL CAUCA,CALI,LOS ANDES,2011,POT,NULL,NULL,1109.14186555,76,11183425.0700684,18199.9526965509
288,76001,76001062,VALLE DEL CAUCA,CALI,PEÑAS BLANCAS,2011,POT,NULL,NULL,818.00372117,76,8247454.46948242,13987.9596961616
289,76001,76001016,VALLE DEL CAUCA,CALI,EL MAMEYAL,2011,POT,NULL,NULL,130.05532556,76,1311506.20629883,7799.69602881274
290,76001,76001063,VALLE DEL CAUCA,CALI,PICHINDÉ,2011,POT,VEREDA CON CENTRO POBLADO,NULL,367.96715794,76,3710302.25537109,11970.9045077868
291,76001,76001019,VALLE DEL CAUCA,CALI,EL PATO,2011,POT,NULL,NULL,903.78496584,76,9112233.96313477,16849.8994240033
292,76001,76001049,VALLE DEL CAUCA,CALI,LOMA DE LA CAJA,2011,POT,NULL,NULL,320.32442849,76,3230061.33496094,10375.4535923575
293,76001,76001020,VALLE DEL CAUCA,CALI,EL PORVENIR,2011,POT,NULL,NULL,64.0104788,76,645434.365966797,5087.51230882145
294,76001,76001037,VALLE DEL CAUCA,CALI,LA LEONERA,2011,POT,VEREDA CON CENTRO POBLADO,NULL,350.17694805,76,3530907.38623047,11344.1590102917
295,76001,76001009,VALLE DEL CAUCA,CALI,EL CABUYAL,2011,POT,NULL,NULL,1221.32378115,76,12315706.9855957,22727.784819543
296,76001,76001017,VALLE DEL CAUCA,CALI,EL PAJUIL,2011,POT,NULL,NULL,343.4646457,76,3463377.90380859,9667.97306460863
297,76001,76001012,VALLE DEL CAUCA,CALI,EL DIAMANTE,2011,POT,NULL,NULL,1322.10331475,76,13329770.1674805,22335.1442756598
298,76001,76001044,VALLE DEL CAUCA,CALI,LA SOLEDAD,2011,POT,NULL,NULL,268.11134604,76,2703428.08520508,8978.36358318447
299,76001,76001011,VALLE DEL CAUCA,CALI,EL CEDRAL,2011,POT,NULL,NULL,174.14281452,76,1755979.68896484,7255.1836956923
300,76001,76001035,VALLE DEL CAUCA,CALI,LA FELIDIA,2011,POT,VEREDA CON CENTRO POBLADO,NULL,117.99361103,76,1189821.19189453,7744.60147591139
301,76001,76001047,VALLE DEL CAUCA,CALI,LAS NIEVES,2011,POT,NULL,NULL,134.00679861,76,1351324.87524414,5555.03979618273
302,76001,76001018,VALLE DEL CAUCA,CALI,EL PALOMAR,2011,POT,NULL,NULL,175.99472283,76,1774819.63549805,10777.5328651745
303,76001,76001028,VALLE DEL CAUCA,CALI,LA ASCENCION,2011,POT,NULL,NULL,194.00560812,76,1956360.15844727,6456.03943241337
304,76001,76001034,VALLE DEL CAUCA,CALI,LA ESPERANZA,2011,POT,NULL,NULL,203.73355302,76,2054427.6003418,7501.49346531928
305,76001,76001066,VALLE DEL CAUCA,CALI,SAN ANTONIO,2011,POT,NULL,NULL,198.78583814,76,2004634.8581543,7810.13452573486
306,76001,76001015,VALLE DEL CAUCA,CALI,EL HORMIGUERO,2011,POT,NULL,NULL,1056.39109542,76,10651709.7299805,19046.7400697705
307,76001,76001061,VALLE DEL CAUCA,CALI,PANCE BAJO,2011,POT,NULL,NULL,2395.83770049,76,24154110.4050293,26115.1378928793
308,76001,76001060,VALLE DEL CAUCA,CALI,PANCE ALTO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,1787.14415557,76,18015026.0808105,22544.8343558746
309,76001,76001046,VALLE DEL CAUCA,CALI,LA VORAGINE,2011,POT,VEREDA CON CENTRO POBLADO,NULL,521.45439775,76,5257207.3347168,16857.5724008914
310,76001,76001067,VALLE DEL CAUCA,CALI,SAN FRANCISCO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,1103.56370553,76,11125361.5612793,23882.212293483
311,76001,76001058,VALLE DEL CAUCA,CALI,MORGAN,2011,POT,NULL,NULL,739.71245824,76,7459051.51904297,12560.5571086538
312,76001,76001031,VALLE DEL CAUCA,CALI,LA CASTELLANA,2011,POT,VEREDA CON CENTRO POBLADO,NULL,1412.66571693,76,14241075.7756348,21610.6419941985
313,76001,76001013,VALLE DEL CAUCA,CALI,EL ESTERO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,239.38851686,76,2414010.22241211,9615.10598031394
314,76001,76001070,VALLE DEL CAUCA,CALI,VALLE DEL LILI,2011,POT,NULL,NULL,1548.28123522,76,15611943.7182617,20184.1489126859
315,76001,76001021,VALLE DEL CAUCA,CALI,EL ROSARIO,2011,POT,VEREDA REPETIDA EN INFI FUENTE,NULL,172.88476684,76,1743118.93310547,9096.35285051451
316,76001,76001071,VALLE DEL CAUCA,CALI,VILLACARMELO,2011,POT,VEREDA CON CENTRO POBLADO,NULL,2117.73918775,76,21350665.7905273,24880.3783531079
317,76001,76001010,VALLE DEL CAUCA,CALI,EL CARMEN,2011,POT,NULL,NULL,318.97324858,76,3216042.86401367,11112.0001320661
318,76001,76001036,VALLE DEL CAUCA,CALI,LA FONDA,2011,POT,NULL,NULL,385.53070401,76,3887266.79199219,13967.5866603674
319,76001,76001030,VALLE DEL CAUCA,CALI,LA CAROLINA,2011,POT,NULL,NULL,556.64394999,76,5612605.74926758,19581.7239041174
